DOI,Year,Title,Journal
10.1016/B978-0-12-819669-4.00005-2,2021,5: WRF/UCM simulation for city-scale UHI modeling,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-817976-5.00004-8,2021,Chapter 4: Machine learning in the Australian critical zone,Data Science Applied to Sustainability Analysis
10.1016/B978-0-12-821221-9.00003-7,2021,Chapter 3: Solar energy systems: An approach to zero energy buildings,Advances in Clean Energy Technologies
10.1016/B978-0-12-817976-5.00011-5,2021,Chapter 10: Deep learning with satellite imagery to enhance environmental enforcement,Data Science Applied to Sustainability Analysis
10.1016/B978-0-12-818535-3.00024-4,2021,4.4: Thermoelectric applications in passenger vehicles,Thermoelectric Energy Conversion
10.1016/B978-0-12-822830-2.00003-9,2021,Chapter 3: Train unmanned driving algorithm based on reasoning and learning strategy,Unmanned Driving Systems for Smart Trains
10.1016/B978-0-08-102671-7.10709-2,2021,Superblocks Base of a New Model of Mobility and Public Space. Barcelona as an Example,International Encyclopedia of Transportation
10.1016/B978-0-12-820592-1.00008-7,2021,8: Energy systems in buildings,Energy Services Fundamentals and Financing
10.1016/B978-0-12-822403-8.00010-2,2021,10: Cooperative model,Rural Electrification
10.1016/B978-0-12-820791-8.00010-9,2021,10: Green roofs as passive system to moderate building cooling requirements and UHI effects: Assessments by means of experimental data,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-816673-4.00004-3,2021,Chapter 4: Experimental techniques,Industrial Ventilation Design Guidebook
10.1016/B978-0-12-822060-3.00009-7,2021,Chapter 5: Utilizing IoT-based sensors and prediction model for health-care monitoring system,Artificial Intelligence and Big Data Analytics for Smart Healthcare
10.1016/B978-0-323-85498-6.00010-1,2021,Chapter Eight: Integrated deep learning for self-driving robotic cars,Artificial Intelligence for Future Generation Robotics
10.1016/B978-0-12-818576-6.00006-X,2021,Chapter 6: Artificial Intelligence and Machine Learning Applications in Cloud Computing and Internet of Things,Artificial Intelligence to Solve Pervasive Internet of Things Issues
10.1016/B978-0-12-816673-4.00012-2,2021,Index,Industrial Ventilation Design Guidebook
10.1016/B978-0-12-823572-0.00001-1,2021,Chapter 6: Artificial Intelligence in Heat Storage Applications,Heat Storage Systems for Buildings
10.1016/B978-0-12-820491-7.00015-3,2021,Chapter 15: A case study with power quality analysis on building integrated PV (BIPV) system,Uncertainties in Modern Power Systems
10.1016/B978-0-12-819742-4.00008-1,2021,8: Machine learning-based PV power forecasting methods for electrical grid management and energy trading,Machine Learning and Data Science in the Power Generation Industry
10.1016/S1876-3804(21)60069-1,2021,Construction of carbonate reservoir knowledge base and its application in fracture-cavity reservoir geological modeling,Petroleum Exploration and Development
10.1016/S2542-5196(21)00136-4,2021,Electric fan use for cooling during hot weather: a biophysical modelling study,The Lancet Planetary Health
10.1016/B978-0-12-821929-4.00004-4,2021,Chapter 5: Supervised learning,Machine Learning Guide for Oil and Gas Using Python
10.1016/B978-0-12-824463-0.00024-0,2021,Chapter 26: Development of Smart AnAmmOx System and Its Agile Operation and Decision Support for Pilot-Scale WWTP,Soft Computing Techniques in Solid Waste and Wastewater Management
10.1016/B978-0-12-824555-2.00026-5,2021,Chapter 4: Soft computing in renewable energy system modeling,"Design, Analysis, and Applications of Renewable Energy Systems"
10.1016/B978-0-323-85510-5.00007-7,2021,Chapter 7: Intelligent Data Analytics for Global Solar Radiation Forecasting for Solar Power Production Using Deep Learning Neural Network (DLNN),Intelligent Data-Analytics for Condition Monitoring
10.1016/B978-0-323-85769-7.00002-1,2021,Chapter 8: Optimized navigation using deep learning technique for automatic guided vehicle,Cognitive Computing for Human-Robot Interaction
10.1016/B978-0-12-821346-9.00013-4,2021,Chapter 21: Mathematical modeling of sustainable energy production using nanotechnology,Emerging Nanotechnologies for Renewable Energy
10.1016/B978-0-12-818886-6.00003-4,2021,Chapter 3: The smart city in Singapore: How environmental and geospatial innovation lead to urban livability and environmental sustainability,Smart Cities for Technological and Social Innovation
10.1016/B978-0-12-820581-5.00008-0,2021,Chapter 2: Radio propagation modeling methods and tools,Inclusive Radio Communications for 5G and Beyond
10.1016/S0140-6736(21)01209-5,2021,Reducing the health effects of hot weather and heat extremes: from personal cooling strategies to green cities,The Lancet
10.1016/B978-0-12-822143-3.00004-4,2021,Chapter 8: Electrification and energy efficiency in buildings: Policy implications and interactions,Electrification
10.1016/B978-0-12-820644-7.00027-X,2021,"3: New formulation for predicting soil moisture content using only soil temperature as predictor: multivariate adaptive regression splines versus random forest, multilayer perceptron neural network, M5Tree, and multiple linear regression",Water Engineering Modeling and Mathematic Tools
10.1016/B978-0-12-820581-5.00009-2,2021,Chapter 3: IRACON channel measurements and models,Inclusive Radio Communications for 5G and Beyond
10.1016/B978-0-12-822699-5.00006-9,2021,"Chapter 6: Snow processes, modeling, and impact",Precipitation
10.1016/B978-0-12-821709-2.00011-6,2021,Chapter 20: Comparison of energy consumption between the old and modern houses in Sydney,Nano Tools and Devices for Enhanced Renewable Energy
10.1016/B978-0-12-822830-2.00007-6,2021,Chapter 7: Unmanned driving intelligent algorithm simulation platform,Unmanned Driving Systems for Smart Trains
10.1016/B978-0-12-823572-0.00004-7,2021,Chapter 3: Energy Management in Buildings,Heat Storage Systems for Buildings
10.1016/B978-0-12-820791-8.00007-9,2021,7: Eco-efficient evaporative and ground-coupled system with terra-cotta evaporative walls,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1007/s12205-021-1504-9,2021,Hybrid Meta-heuristic Adaptive Fuzzy Inference Systems in Rockfill Dam Multi-objective Shape Optimization,KSCE Journal of Civil Engineering
10.1016/B978-0-12-820791-8.00009-2,2021,9: Performance of multilayer glass and BIPV façade structures,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-821953-9.00017-9,2021,Chapter 10: Environmental systems science models,Environmental Systems Science
10.3390/joitmc7040244,2021,Innovative Evaluation Techniques for Hanok Sustainability Based on Integrative Comfort Indices,"Journal of Open Innovation: Technology, Market, and Complexity"
10.1016/B978-0-12-817563-7.00011-8,2021,Chapter 28: Phenomics and machine learning in crop improvement,Plant Breeding and Cultivar Development
10.1016/B978-0-12-820791-8.00018-3,2021,18: Passive cooling by means of adaptive cool materials,Eco-efficient Materials for Reducing Cooling Needs in Buildings and Construction
10.1016/B978-0-12-818813-2.00010-1,2021,Chapter Ten: Development of post-disturbance vegetation in prairie wetlands,Plant Disturbance Ecology
10.1016/B978-0-12-820004-9.00021-8,2021,Chapter 14: Solar thermal system—an insight into parabolic trough solar collector and its modeling,Renewable Energy Systems
10.1016/B978-0-12-821575-3.00014-1,2021,Chapter 14: Permafrost and climate change,Climate Change
10.1016/B978-0-12-822977-4.00003-0,2021,5: Turbulence models for simulation and modeling in textile engineering,Advances in Modeling and Simulation in Textile Engineering
10.1016/B978-0-12-818215-4.00011-0,2021,"Chapter 11: Simulating the interactions of environmental and socioeconomic dynamics at the scale of an ecodistrict: urban modeling of Gerland (Lyon, France)",Ecosystem and Territorial Resilience
10.1016/B978-0-12-818779-1.00005-5,2021,Chapter 5: Layer-regulatory model project management,Management of IOT Open Data Projects in Smart Cities
10.4315/JFP-21-141,2021,Climate Change and Emerging Food Safety Issues: A Review,Journal of Food Protection
10.1007/s12205-021-0690-9,2021,The Influence of Environment on the Settlement of Historic Buildings in China,KSCE Journal of Civil Engineering
10.1007/s12205-021-0115-9,2021,Implementation of BIM + WebGIS Based on Extended IFC and Batched 3D Tiles Data: An Application in RCC Gravity Dam for Republication of Design Change Model,KSCE Journal of Civil Engineering
10.1016/B978-0-12-821097-0.00002-3,2021,5: Moisture buffering of building materials,Moisture and Buildings
10.1016/B978-0-12-818779-1.00002-X,2021,Chapter 2: Architectures and reference models in designing Internet of Things systems,Management of IOT Open Data Projects in Smart Cities
10.3390/joitmc7010046,2021,"Three Disruptive Models of New Spatial Planning: “Attention”, “Surveillance” or “Sustainable” Capitalisms?","Journal of Open Innovation: Technology, Market, and Complexity"
10.1016/B978-0-12-816673-4.00001-8,2021,"Chapter 6: Commissioning, control, and maintenance of ventilation systems",Industrial Ventilation Design Guidebook
10.1016/B978-0-12-821724-5.00012-X,2021,8: Wind power plant planning and modeling,Hybrid Renewable Energy Systems and Microgrids
10.1016/B978-0-12-818617-6.00009-3,2021,Chapter 4: GNSS multipath errors and mitigation techniques,GPS and GNSS Technology in Geosciences
10.1016/B978-0-12-820714-7.00013-3,2021,Chapter 13: Forecasting Slugging in Gas Lift Wells,Machine Learning and Data Science in the Oil and Gas Industry
10.1016/B978-0-12-819671-7.00007-5,2021,"7: An intelligent estimation model for water quality parameters assessment at Periyakulam Lake, South India",Intelligent Environmental Data Monitoring for Pollution Management
10.1016/B978-0-12-820673-7.00008-1,2021,Chapter 3: Introduction of multiple/multivariate linear and nonlinear time series models in forecasting streamflow process,Advances in Streamflow Forecasting
10.1016/B978-0-12-814712-2.00002-6,2021,Chapter 2: Structural analysis of energy demand,Handbook of Energy Economics and Policy
10.1016/B978-0-12-820673-7.00006-8,2021,Chapter 5: Application of different artificial neural network for streamflow forecasting,Advances in Streamflow Forecasting
10.1016/B978-0-12-821205-9.00019-8,2021,Chapter 19: Numerical models in geotechnics including soil-structure interaction,Modeling in Geotechnical Engineering
10.1016/B978-0-12-820714-7.00007-8,2021,Chapter 7: Project Management for a Machine Learning Project,Machine Learning and Data Science in the Oil and Gas Industry
10.1016/B978-0-12-821602-6.00006-7,2021,Chapter 5: Solar power tower system,Design and Performance Optimization of Renewable Energy Systems
10.1016/B978-0-12-815017-7.00004-7,2021,4: Planning a CUHI study,The Urban Heat Island
10.1016/S1876-3804(21)60001-0,2021,Application and development trend of artificial intelligence in petroleum exploration and development,Petroleum Exploration and Development
10.3390/joitmc7010101,2021,Adaptive Life Cycle Costing (LCC) Modeling and Applying to Italy Ceramic Tile Manufacturing Sector: Its Implication of Open Innovation,"Journal of Open Innovation: Technology, Market, and Complexity"
10.1016/B978-0-12-816059-6.00010-3,2021,"Chapter 12: Ocean currents, heat transport, and climate",Ocean Currents
10.1016/B978-0-12-819669-4.00002-7,2021,2: Characterizing thermal fields and evaluating UHI effects,Urban Heat Island Modeling for Tropical Climates
10.1016/B978-0-12-816816-5.00012-7,2021,12: Distributed energy in smart cities and the infrastructure,Solving Urban Infrastructure Problems Using Smart City Technologies
10.1016/B978-0-12-819954-1.00019-8,2021,17: Building and construction steel and aluminium,Adhesive Bonding
10.1007/s12205-021-0496-9,2021,Empirical Observation of Maximum Throughput Change in Isolated Merging Bottlenecks Depending on On-Ramp Traffic Flow Ratio,KSCE Journal of Civil Engineering
10.1016/B978-0-12-815017-7.00006-0,2021,6: Conducting a SUHI study,The Urban Heat Island
10.1016/B978-0-12-801238-3.11509-0,2021,Agent-Based Modeling,Systems Medicine
10.1016/S2095-3119(20)63223-3,2021,Estimating daily actual evapotranspiration of a rice–wheat rotation system in typical farmland in the Huai River Basin using a two-step model and two one-step models,Journal of Integrative Agriculture
10.1007/s12205-021-0371-8,2021,Numerical Modelling of the Creep Subsidence of an Ocean Lighthouse Constructed on a Reclaimed Coral Reef Island,KSCE Journal of Civil Engineering
10.1016/B978-0-12-809582-9.00013-X,2021,Chapter 13: A decision support system for ranking desalination processes in the Arabian Gulf Countries based on hydrodynamic modeling evaluation of future changes in feedwater properties,Pollution Assessment for Sustainable Practices in Applied Sciences and Engineering
10.1016/B978-0-12-824555-2.00019-8,2021,"Chapter 22: Quantum computing in renewable energy exploration: status, opportunities, and challenges","Design, Analysis, and Applications of Renewable Energy Systems"
10.1016/B978-0-12-820062-9.00005-0,2021,Chapter 5: Life-cycle cost calculation for each key criterion,Life-Cycle Cost Models for Green Buildings
10.1007/s12205-021-0206-7,2021,Agent-Based Simulation for Pedestrian Evacuation Behaviour Using the Affordance Concept,KSCE Journal of Civil Engineering
10.1016/B978-0-12-817236-0.00009-1,2021,Chapter 9: Well-to-seismic tie,Applied Techniques to Integrated Oil and Gas Reservoir Characterization
10.1016/B978-0-12-823139-5.00004-6,2021,3: Biofuel production from food waste biomass and application of machine learning for process management,Advanced Technology for the Conversion of Waste into Fuels and Chemicals
